ID	cluster_DMM_4	cluster_DMM_4_lab
VDP_02333_011_01_1_001_S551_concatd	C1	Bacteroides 1
VDP_02336_014_01_1_001_S536_concatd	C1	Bacteroides 1
VDP_02341_010_01_1_001_S549_concatd	C1	Bacteroides 1
VDP_02346_015_01_1_001_S479_concatd	C1	Bacteroides 1
VDP_02349_018_01_1_001_S84_concatd	C1	Bacteroides 1
VDP_02352_012_01_1_001_S35_concatd	C1	Bacteroides 1
VDP_02363_014_01_1_001_S33d	C1	Bacteroides 1
VDP_02380_013_01_1_001_S364_concatd	C1	Bacteroides 1
VDP_02383_016_01_1_001_S505d	C1	Bacteroides 1
VDP_02386_019_01_1_001_S326_concatd	C1	Bacteroides 1
VDP_02387_020_01_1_001_S348_concatd	C1	Bacteroides 1
VDP_02388_021_01_1_001_S233d	C1	Bacteroides 1
VDP_02424_012_01_1_001_S510_concatd	C1	Bacteroides 1
VDP_02429_017_01_1_001_S462d	C1	Bacteroides 1
VDP_02430_009_01_1_001_S215d	C1	Bacteroides 1
VDP_02441_011_01_1_001_S152_concatd	C1	Bacteroides 1
VDP_02457_018_01_1_001_S135_concatd	C1	Bacteroides 1
VDP_02464_016_01_1_001_S704d	C1	Bacteroides 1
VDP_02472_015_01_1_001_S656_concatd	C1	Bacteroides 1
VDP_02480_014_01_1_001_S448d	C1	Bacteroides 1
VDP_02483_017_01_1_001_S71d	C1	Bacteroides 1
VDP_02484_018_01_1_001_S286_concatd	C1	Bacteroides 1
VDP_02499_024_01_1_001_S125_concatd	C1	Bacteroides 1
VDP_02509_016_01_1_001_S56_concatd	C1	Bacteroides 1
VDP_02512_010_01_1_001_S599d	C1	Bacteroides 1
VDP_02520_009_01_1_001_S105_concatd	C1	Bacteroides 1
VDP_02522_011_01_1_001_S336d	C1	Bacteroides 1
VDP_02534_014_01_1_001_S604d	C1	Bacteroides 1
VDP_02544_015_01_1_001_S366d	C1	Bacteroides 1
VDP_02548_019_01_1_001_S55_concatd	C1	Bacteroides 1
VDP_02553_015_01_1_001_S729_concatd	C1	Bacteroides 1
VDP_02558_020_01_1_001_S455d	C1	Bacteroides 1
VDP_02570_014_01_1_001_S698d	C1	Bacteroides 1
VDP_02614_013_01_1_001_S572_concatd	C1	Bacteroides 1
VDP_02616_015_01_1_001_S61_concatd	C1	Bacteroides 1
VDP_02634_015_01_1_001_S90d	C1	Bacteroides 1
VDP_02654_017_01_1_001_S255d	C1	Bacteroides 1
VDP_02663_017_01_1_001_S63d	C1	Bacteroides 1
VDP_02664_018_01_1_001_S181_concatd	C1	Bacteroides 1
VDP_02670_015_01_1_001_S398d	C1	Bacteroides 1
VDP_02675_020_01_1_001_S418d	C1	Bacteroides 1
VDP_02680_016_01_1_001_S566_concatd	C1	Bacteroides 1
VDP_02691_018_01_1_001_S461d	C1	Bacteroides 1
VDP_02692_019_01_1_001_S623d	C1	Bacteroides 1
VDP_02698_025_01_1_001_S262_concatd	C1	Bacteroides 1
VDP_02702_011_01_1_001_S443_concatd	C1	Bacteroides 1
VDP_02706_015_01_1_001_S611d	C1	Bacteroides 1
VDP_02710_010_01_1_001_S446d	C1	Bacteroides 1
VDP_02712_012_01_1_001_S629_concatd	C1	Bacteroides 1
VDP_02715_015_01_1_001_S388d	C1	Bacteroides 1
VDP_02716_016_01_1_001_S424_concatd	C1	Bacteroides 1
VDP_02725_016_01_1_001_S179_concatd	C1	Bacteroides 1
VDP_02729_020_01_1_001_1_S740_concatd	C1	Bacteroides 1
VDP_02733_015_01_1_001_S482_concatd	C1	Bacteroides 1
VDP_02737_019_01_1_001_S285_concatd	C1	Bacteroides 1
VDP_02739_021_01_1_001_S417d	C1	Bacteroides 1
VDP_02743_016_01_1_001_S720d	C1	Bacteroides 1
VDP_02748_021_01_1_001_S621_concatd	C1	Bacteroides 1
VDP_02750_014_01_1_001_S349_concatd	C1	Bacteroides 1
VDP_02755_019_01_1_001_S253d	C1	Bacteroides 1
VDP_02757_021_01_1_001_S427d	C1	Bacteroides 1
VDP_02762_017_01_1_001_S49d	C1	Bacteroides 1
VDP_02763_018_01_1_001_S671_concatd	C1	Bacteroides 1
VDP_02764_019_01_1_001_S57d	C1	Bacteroides 1
VDP_02767_022_01_1_001_S268_concatd	C1	Bacteroides 1
VDP_02773_019_01_1_001_S51_concatd	C1	Bacteroides 1
VDP_02778_024_01_1_001_S184d	C1	Bacteroides 1
VDP_02786_023_01_1_001_S431_concatd	C1	Bacteroides 1
VDP_02789_026_01_1_001_S567d	C1	Bacteroides 1
VDP_02804_014_01_1_001_S435_concatd	C1	Bacteroides 1
VDP_02812_013_01_1_001_S485d	C1	Bacteroides 1
VDP_02815_016_01_1_001_S29_concatd	C1	Bacteroides 1
VDP_02818_019_01_1_001_S20d	C1	Bacteroides 1
VDP_02823_015_01_1_001_S238d	C1	Bacteroides 1
VDP_02826_018_01_1_001_S457d	C1	Bacteroides 1
VDP_02833_016_01_1_001_S25_concatd	C1	Bacteroides 1
VDP_02836_019_01_1_001_S452d	C1	Bacteroides 1
VDP_02844_018_01_1_001_S188_concatd	C1	Bacteroides 1
VDP_02846_020_01_1_001_S552_concatd	C1	Bacteroides 1
VDP_02849_023_01_1_001_S405d	C1	Bacteroides 1
VDP_02857_022_01_1_001_S178d	C1	Bacteroides 1
VDP_02859_024_01_1_001_S112d	C1	Bacteroides 1
VDP_02866_022_01_1_001_S419_concatd	C1	Bacteroides 1
VDP_02871_018_01_1_001_S636d	C1	Bacteroides 1
VDP_02878_025_01_1_001_S733d	C1	Bacteroides 1
VDP_02880_018_01_1_001_S236_concatd	C1	Bacteroides 1
VDP_02893_022_01_1_001_S400d	C1	Bacteroides 1
VDP_02906_017_01_1_001_S421_concatd	C1	Bacteroides 1
VDP_02909_020_01_1_001_S581d	C1	Bacteroides 1
VDP_02910_012_01_1_001_S325d	C1	Bacteroides 1
VDP_02917_019_01_1_001_S630_concatd	C1	Bacteroides 1
VDP_02918_020_01_1_001_S606d	C1	Bacteroides 1
VDP_02920_013_01_1_001_S469d	C1	Bacteroides 1
VDP_02930_014_01_1_001_S613d	C1	Bacteroides 1
VDP_02934_018_01_1_001_S459d	C1	Bacteroides 1
VDP_02936_020_01_1_001_S396_concatd	C1	Bacteroides 1
VDP_02943_018_01_1_001_S460d	C1	Bacteroides 1
VDP_02948_023_01_1_001_S302_concatd	C1	Bacteroides 1
VDP_02958_024_01_1_001_S578_concatd	C1	Bacteroides 1
VDP_02959_025_01_1_001_S103_concatd	C1	Bacteroides 1
VDP_02970_018_01_1_001_S441_concatd	C1	Bacteroides 1
VDP_02984_023_01_1_001_S609_concatd	C1	Bacteroides 1
VDP_02988_027_01_1_001_S266_concatd	C1	Bacteroides 1
VDP_02998_028_01_1_001_S392_concatd	C1	Bacteroides 1
VDP_03041_008_01_1_001_S625d	C1	Bacteroides 1
VDP_03047_014_01_1_001_S414_concatd	C1	Bacteroides 1
VDP_03050_008_01_1_001_S556d	C1	Bacteroides 1
VDP_03056_014_01_1_001_S237_concatd	C1	Bacteroides 1
VDP_03067_016_01_1_001_S53_concatd	C1	Bacteroides 1
VDP_03084_015_01_1_001_S222_concatd	C1	Bacteroides 1
VDP_03087_018_01_1_001_S229_concatd	C1	Bacteroides 1
VDP_03091_013_01_1_001_S256d	C1	Bacteroides 1
VDP_03096_018_01_1_001_S409_concatd	C1	Bacteroides 1
VDP_03108_012_01_1_001_S470_concatd	C1	Bacteroides 1
VDP_03116_011_01_1_001_S257d	C1	Bacteroides 1
VDP_03134_011_01_1_001_S34d	C1	Bacteroides 1
VDP_03136_013_01_1_001_S251_concatd	C1	Bacteroides 1
VDP_03137_014_01_1_001_1_S744_concatd	C1	Bacteroides 1
VDP_03158_017_01_1_001_S627_concatd	C1	Bacteroides 1
VDP_03162_012_01_1_001_S615d	C1	Bacteroides 1
VDP_03164_014_01_1_001_S447_concatd	C1	Bacteroides 1
VDP_03170_011_01_1_001_S472d	C1	Bacteroides 1
VDP_03171_012_01_1_001_S19_concatd	C1	Bacteroides 1
VDP_03172_013_01_1_001_S449d	C1	Bacteroides 1
VDP_03174_015_01_1_001_S632d	C1	Bacteroides 1
VDP_03197_020_01_1_001_S626_concatd	C1	Bacteroides 1
VDP_03204_009_01_1_001_S209_concatd	C1	Bacteroides 1
VDP_03205_010_01_1_001_1_S718_concatd	C1	Bacteroides 1
VDP_03205_010_01_1_001_S306_concatd	C1	Bacteroides 1
VDP_03208_013_01_1_001_S247_concatd	C1	Bacteroides 1
VDP_03209_014_01_1_001_S550_concatd	C1	Bacteroides 1
VDP_03211_007_01_1_001_S569_concatd	C1	Bacteroides 1
VDP_03236_014_01_1_001_S62d	C1	Bacteroides 1
VDP_03238_016_01_1_001_S223_concatd	C1	Bacteroides 1
VDP_03239_017_01_1_001_S318_concatd	C1	Bacteroides 1
VDP_03248_017_01_1_001_S172d	C1	Bacteroides 1
VDP_03250_010_01_1_001_S404d	C1	Bacteroides 1
VDP_03255_015_01_1_001_S260d	C1	Bacteroides 1
VDP_03257_017_01_1_001_S471d	C1	Bacteroides 1
VDP_03261_012_01_1_001_S244_concatd	C1	Bacteroides 1
VDP_03266_017_01_1_001_S610_concatd	C1	Bacteroides 1
VDP_03267_018_01_1_001_S454d	C1	Bacteroides 1
VDP_03278_020_01_1_001_S389_concatd	C1	Bacteroides 1
VDP_03287_020_01_1_001_S5_concatd	C1	Bacteroides 1
VDP_03288_021_01_1_001_S175_concatd	C1	Bacteroides 1
VDP_03289_022_01_1_001_S593_concatd	C1	Bacteroides 1
VDP_03294_018_01_1_001_S274_concatd	C1	Bacteroides 1
VDP_03296_020_01_1_001_S95_concatd	C1	Bacteroides 1
VDP_03309_015_01_1_001_S210_concatd	C1	Bacteroides 1
VDP_03310_007_01_1_001_S44d	C1	Bacteroides 1
VDP_03313_010_01_1_001_S92d	C1	Bacteroides 1
VDP_03314_011_01_1_001_S635_concatd	C1	Bacteroides 1
VDP_03329_017_01_1_001_S16d	C1	Bacteroides 1
VDP_03341_011_01_1_001_S338_concatd	C1	Bacteroides 1
VDP_03343_013_01_1_001_S463_concatd	C1	Bacteroides 1
VDP_03351_012_01_1_001_S586_concatd	C1	Bacteroides 1
VDP_03356_017_01_1_001_S39d	C1	Bacteroides 1
VDP_03371_014_01_1_001_S474d	C1	Bacteroides 1
VDP_03382_016_01_1_001_S542_concatd	C1	Bacteroides 1
VDP_03392_017_01_1_001_S48_concatd	C1	Bacteroides 1
VDP_03404_011_01_1_001_S174_concatd	C1	Bacteroides 1
VDP_03416_014_01_1_001_S617d	C1	Bacteroides 1
VDP_03417_015_01_1_001_S393_concatd	C1	Bacteroides 1
VDP_03433_013_01_1_001_S432d	C1	Bacteroides 1
VDP_03435_015_01_1_001_S458d	C1	Bacteroides 1
VDP_03448_019_01_1_001_S234d	C1	Bacteroides 1
VDP_03453_015_01_1_001_S258d	C1	Bacteroides 1
VDP_03454_016_01_1_001_S207d	C1	Bacteroides 1
VDP_03466_019_01_1_001_S383d	C1	Bacteroides 1
VDP_03479_023_01_1_001_S351_concatd	C1	Bacteroides 1
VDP_03494_020_01_1_001_S287d	C1	Bacteroides 1
VDP_03496_022_01_1_001_S280d	C1	Bacteroides 1
VDP_03502_010_01_1_001_1_S743d	C1	Bacteroides 1
VDP_03502_010_01_1_001_S331d	C1	Bacteroides 1
VDP_03515_014_01_1_001_S637_concatd	C1	Bacteroides 1
VDP_03523_013_01_1_001_S476d	C1	Bacteroides 1
VDP_03529_019_01_1_001_S413_concatd	C1	Bacteroides 1
VDP_03549_021_01_1_001_S259_concatd	C1	Bacteroides 1
VDP_03554_017_01_1_001_S377d	C1	Bacteroides 1
VDP_03555_018_01_1_001_S638_concatd	C1	Bacteroides 1
VDP_03561_015_01_1_001_S477_concatd	C1	Bacteroides 1
VDP_03563_017_01_1_001_S45_concatd	C1	Bacteroides 1
VDP_03564_018_01_1_001_S180_concatd	C1	Bacteroides 1
VDP_03575_020_01_1_001_S28d	C1	Bacteroides 1
VDP_03577_022_01_1_001_S546d	C1	Bacteroides 1
VDP_03582_018_01_1_001_S438_concatd	C1	Bacteroides 1
VDP_03585_021_01_1_001_S416d	C1	Bacteroides 1
VDP_03596_023_01_1_001_S279_concatd	C1	Bacteroides 1
VDP_03607_016_01_1_001_S277_concatd	C1	Bacteroides 1
VDP_03621_012_01_1_001_S196_concatd	C1	Bacteroides 1
VDP_03626_017_01_1_001_S295d	C1	Bacteroides 1
VDP_03627_018_01_1_001_S275d	C1	Bacteroides 1
VDP_03632_014_01_1_001_S559d	C1	Bacteroides 1
VDP_03640_013_01_1_001_S176_concatd	C1	Bacteroides 1
VDP_03646_019_01_1_001_S575_concatd	C1	Bacteroides 1
VDP_03651_015_01_1_001_S212d	C1	Bacteroides 1
VDP_03661_016_01_1_001_S192_concatd	C1	Bacteroides 1
VDP_03662_017_01_1_001_S560d	C1	Bacteroides 1
VDP_03666_021_01_1_001_S568d	C1	Bacteroides 1
VDP_03671_017_01_1_001_S189d	C1	Bacteroides 1
VDP_03678_024_01_1_001_S547d	C1	Bacteroides 1
VDP_03702_012_01_1_001_S217_concatd	C1	Bacteroides 1
VDP_03704_014_01_1_001_S208d	C1	Bacteroides 1
VDP_03708_018_01_1_001_S202d	C1	Bacteroides 1
VDP_03709_019_01_1_001_S563d	C1	Bacteroides 1
VDP_03715_016_01_1_001_S213_concatd	C1	Bacteroides 1
VDP_03717_018_01_1_001_S558d	C1	Bacteroides 1
VDP_03723_015_01_1_001_S545d	C1	Bacteroides 1
VDP_03735_018_01_1_001_S553_concatd	C1	Bacteroides 1
VDP_03737_020_01_1_001_S205d	C1	Bacteroides 1
VDP_03742_016_01_1_001_S571_concatd	C1	Bacteroides 1
VDP_03749_023_01_1_001_S290d	C1	Bacteroides 1
VDP_03754_019_01_1_001_S187d	C1	Bacteroides 1
VDP_03755_020_01_1_001_S557_concatd	C1	Bacteroides 1
VDP_03757_022_01_1_001_S219_concatd	C1	Bacteroides 1
VDP_03770_017_01_1_001_S554_concatd	C1	Bacteroides 1
VDP_03771_018_01_1_001_S541d	C1	Bacteroides 1
VDP_03773_020_01_1_001_S186_concatd	C1	Bacteroides 1
VDP_03774_021_01_1_001_S214d	C1	Bacteroides 1
VDP_03778_025_01_1_001_S220d	C1	Bacteroides 1
VDP_03779_026_01_1_001_1_S577_concatd	C1	Bacteroides 1
VDP_03779_026_01_1_001_S576_concatd	C1	Bacteroides 1
VDP_03784_022_01_1_001_S201_concatd	C1	Bacteroides 1
VDP_03785_023_01_1_001_S579d	C1	Bacteroides 1
VDP_03786_024_01_1_001_S297_concatd	C1	Bacteroides 1
VDP_03788_026_01_1_001_S540_concatd	C1	Bacteroides 1
VDP_03789_027_01_1_001_S574d	C1	Bacteroides 1
VDP_03806_017_01_1_001_S282_concatd	C1	Bacteroides 1
VDP_03811_013_01_1_001_S589d	C1	Bacteroides 1
VDP_03815_017_01_1_001_S191d	C1	Bacteroides 1
VDP_03816_018_01_1_001_S337d	C1	Bacteroides 1
VDP_03821_014_01_1_001_S230_concatd	C1	Bacteroides 1
VDP_03826_019_01_1_001_S564_concatd	C1	Bacteroides 1
VDP_03827_020_01_1_001_S582_concatd	C1	Bacteroides 1
VDP_03829_022_01_1_001_S587d	C1	Bacteroides 1
VDP_03836_020_01_1_001_S330_concatd	C1	Bacteroides 1
VDP_03850_016_01_1_001_S590_concatd	C1	Bacteroides 1
VDP_03857_023_01_1_001_S278_concatd	C1	Bacteroides 1
VDP_03870_018_01_1_001_S1_concatd	C1	Bacteroides 1
VDP_03893_023_01_1_001_S216d	C1	Bacteroides 1
VDP_03895_025_01_1_001_S565d	C1	Bacteroides 1
VDP_03903_015_01_1_001_S194d	C1	Bacteroides 1
VDP_03912_015_01_1_001_S570_concatd	C1	Bacteroides 1
VDP_03913_016_01_1_001_S548d	C1	Bacteroides 1
VDP_03932_017_01_1_001_S281d	C1	Bacteroides 1
VDP_03933_018_01_1_001_S362_concatd	C1	Bacteroides 1
VDP_03938_023_01_1_001_S329d	C1	Bacteroides 1
VDP_03947_023_01_1_001_S292d	C1	Bacteroides 1
VDP_03958_025_01_1_001_S197_concatd	C1	Bacteroides 1
VDP_03960_018_01_1_001_S355_concatd	C1	Bacteroides 1
VDP_03961_019_01_1_001_S584_concatd	C1	Bacteroides 1
VDP_03963_021_01_1_001_S218_concatd	C1	Bacteroides 1
VDP_03971_020_01_1_001_S737d	C1	Bacteroides 1
VDP_03996_027_01_1_001_1_S735_concatd	C1	Bacteroides 1
VDP_03996_027_01_1_001_S322_concatd	C1	Bacteroides 1
