ID	cluster_DMM_4	cluster_DMM_4_lab
3932_SG21R8_pl7E12_concatd	C1	Bacteroides 1
3932_SG21R8_pl7F01d	C1	Bacteroides 1
3932_SG21R8_pl7F02_concatd	C1	Bacteroides 1
3932_SG21R8_pl7F03_concatd	C1	Bacteroides 1
3932_SG21R8_pl7F04_concatd	C1	Bacteroides 1
3932_SG21R8_pl7F05d	C1	Bacteroides 1
3932_SG21R8_pl7F06_concatd	C1	Bacteroides 1
3932_SG21R8_pl7F07_concatd	C1	Bacteroides 1
3932_SG21R8_pl7F08_concatd	C1	Bacteroides 1
3932_SG21R8_pl7F09d	C1	Bacteroides 1
3932_SG21R8_pl7F11d	C1	Bacteroides 1
3932_SG21R8_pl7F12d	C1	Bacteroides 1
3932_SG21R8_pl7G01d	C1	Bacteroides 1
3932_SG21R8_pl7G02d	C1	Bacteroides 1
3932_SG21R8_pl7G04d	C1	Bacteroides 1
3932_SG21R8_pl7G05_concatd	C1	Bacteroides 1
3932_SG21R8_pl7G06_concatd	C1	Bacteroides 1
3932_SG21R8_pl7G07_concatd	C1	Bacteroides 1
3932_SG21R8_pl7G08_concatd	C1	Bacteroides 1
3932_SG21R8_pl7G09d	C1	Bacteroides 1
3932_SG21R8_pl7G10_concatd	C1	Bacteroides 1
3932_SG21R8_pl7G11_concatd	C1	Bacteroides 1
3932_SG21R8_pl7G12d	C1	Bacteroides 1
3932_SG21R8_pl7H03_concatd	C1	Bacteroides 1
3932_SG21R8_pl7H05d	C1	Bacteroides 1
3932_SG21R8_pl7H06_concatd	C1	Bacteroides 1
3932_SG21R8_pl7H07_concatd	C1	Bacteroides 1
3932_SG21R8_pl7H08_concatd	C1	Bacteroides 1
3932_SG21R8_pl7H09d	C1	Bacteroides 1
3932_SG21R8_pl7H10d	C1	Bacteroides 1
3932_SG21R8_pl7H11d	C1	Bacteroides 1
3932_SG21R8_pl7H12d	C1	Bacteroides 1
3932_SG21R8_pl8A01d	C1	Bacteroides 1
3932_SG21R8_pl8A02_concatd	C1	Bacteroides 1
3932_SG21R8_pl8A03d	C1	Bacteroides 1
3932_SG21R8_pl8A04_concatd	C1	Bacteroides 1
3932_SG21R8_pl8A05_concatd	C1	Bacteroides 1
3932_SG21R8_pl8A06d	C1	Bacteroides 1
3932_SG21R8_pl8A07d	C1	Bacteroides 1
3932_SG21R8_pl8A08_concatd	C1	Bacteroides 1
3932_SG21R8_pl8A10d	C1	Bacteroides 1
3932_SG21R8_pl8A11d	C1	Bacteroides 1
3932_SG21R8_pl8A12d	C1	Bacteroides 1
3932_SG21R8_pl8B01_concatd	C1	Bacteroides 1
3932_SG21R8_pl8B02d	C1	Bacteroides 1
3932_SG21R8_pl8B03_concatd	C1	Bacteroides 1
3932_SG21R8_pl8B04d	C1	Bacteroides 1
3932_SG21R8_pl8B06d	C1	Bacteroides 1
3932_SG21R8_pl8B07d	C1	Bacteroides 1
3932_SG21R8_pl8B08_concatd	C1	Bacteroides 1
3932_SG21R8_pl8B09d	C1	Bacteroides 1
3932_SG21R8_pl8B11d	C1	Bacteroides 1
3932_SG21R8_pl8C01_concatd	C1	Bacteroides 1
3932_SG21R8_pl8C02_concatd	C1	Bacteroides 1
3932_SG21R8_pl8C03_concatd	C1	Bacteroides 1
3932_SG21R8_pl8C04d	C1	Bacteroides 1
3932_SG21R8_pl8C05_concatd	C1	Bacteroides 1
3932_SG21R8_pl8C06_concatd	C1	Bacteroides 1
3932_SG21R8_pl8C07_concatd	C1	Bacteroides 1
3932_SG21R8_pl8C09d	C1	Bacteroides 1
3932_SG21R8_pl8C10_concatd	C1	Bacteroides 1
3932_SG21R8_pl8C11d	C1	Bacteroides 1
3932_SG21R8_pl8C12d	C1	Bacteroides 1
3932_SG21R8_pl8D01d	C1	Bacteroides 1
3932_SG21R8_pl8D02_concatd	C1	Bacteroides 1
3932_SG21R8_pl8D03d	C1	Bacteroides 1
3932_SG21R8_pl8D05d	C1	Bacteroides 1
3932_SG21R8_pl8D06_concatd	C1	Bacteroides 1
3932_SG21R8_pl8D07d	C1	Bacteroides 1
3932_SG21R8_pl8D08d	C1	Bacteroides 1
3932_SG21R8_pl8D09d	C1	Bacteroides 1
3932_SG21R8_pl8D10d	C1	Bacteroides 1
3932_SG21R8_pl8D11d	C1	Bacteroides 1
3932_SG21R8_pl8D12d	C1	Bacteroides 1
3932_SG21R8_pl8E01_concatd	C1	Bacteroides 1
3932_SG21R8_pl8E02_concatd	C1	Bacteroides 1
3932_SG21R8_pl8E04_concatd	C1	Bacteroides 1
3932_SG21R8_pl8E05d	C1	Bacteroides 1
3932_SG21R8_pl8E06_concatd	C1	Bacteroides 1
3932_SG21R8_pl8E07_concatd	C1	Bacteroides 1
3932_SG21R8_pl8E08_concatd	C1	Bacteroides 1
3932_SG21R8_pl8E09_concatd	C1	Bacteroides 1
3932_SG21R8_pl8E10d	C1	Bacteroides 1
3932_SG21R8_pl8E12_concatd	C1	Bacteroides 1
3932_SG21R8_pl8F02_concatd	C1	Bacteroides 1
3932_SG21R8_pl8F04d	C1	Bacteroides 1
3932_SG21R8_pl8F05_concatd	C1	Bacteroides 1
3932_SG21R8_pl8F06_concatd	C1	Bacteroides 1
3932_SG21R8_pl8F07d	C1	Bacteroides 1
3932_SG21R8_pl8F08_concatd	C1	Bacteroides 1
3932_SG21R8_pl8F09d	C1	Bacteroides 1
3932_SG21R8_pl8F11_concatd	C1	Bacteroides 1
3932_SG21R8_pl8F12_concatd	C1	Bacteroides 1
3932_SG21R8_pl8G01_concatd	C1	Bacteroides 1
3932_SG21R8_pl8G02d	C1	Bacteroides 1
3932_SG21R8_pl8G03d	C1	Bacteroides 1
3932_SG21R8_pl8G04_concatd	C1	Bacteroides 1
3932_SG21R8_pl8G05_concatd	C1	Bacteroides 1
3932_SG21R8_pl8G06_concatd	C1	Bacteroides 1
3932_SG21R8_pl8G07d	C1	Bacteroides 1
3932_SG21R8_pl8G09d	C1	Bacteroides 1
3932_SG21R8_pl8G11d	C1	Bacteroides 1
3932_SG21R8_pl8G12_concatd	C1	Bacteroides 1
3932_SG21R8_pl8H01_concatd	C1	Bacteroides 1
3932_SG21R8_pl8H02_concatd	C1	Bacteroides 1
3932_SG21R8_pl8H03d	C1	Bacteroides 1
3932_SG21R8_pl8H04d	C1	Bacteroides 1
3932_SG21R8_pl8H05_concatd	C1	Bacteroides 1
3932_SG21R8_pl8H06_concatd	C1	Bacteroides 1
3932_SG21R8_pl8H07_concatd	C1	Bacteroides 1
3932_SG21R8_pl8H08d	C1	Bacteroides 1
3932_SG21R8_pl8H09_concatd	C1	Bacteroides 1
3932_SG21R8_pl8H10_concatd	C1	Bacteroides 1
3932_SG21R8_pl8H11d	C1	Bacteroides 1
3964_SG21R9_pl1A01d	C1	Bacteroides 1
3964_SG21R9_pl1A02d	C1	Bacteroides 1
3964_SG21R9_pl1A03d	C1	Bacteroides 1
3964_SG21R9_pl1A04_concatd	C1	Bacteroides 1
3964_SG21R9_pl1A05d	C1	Bacteroides 1
3964_SG21R9_pl1A07_concatd	C1	Bacteroides 1
3964_SG21R9_pl1A08d	C1	Bacteroides 1
3964_SG21R9_pl1A09d	C1	Bacteroides 1
3964_SG21R9_pl1A10d	C1	Bacteroides 1
3964_SG21R9_pl1A11_concatd	C1	Bacteroides 1
3964_SG21R9_pl1A12d	C1	Bacteroides 1
3964_SG21R9_pl1B01_concatd	C1	Bacteroides 1
3964_SG21R9_pl1B02d	C1	Bacteroides 1
3964_SG21R9_pl1B03_concatd	C1	Bacteroides 1
3964_SG21R9_pl1B04_concatd	C1	Bacteroides 1
3964_SG21R9_pl1B05d	C1	Bacteroides 1
3964_SG21R9_pl1B06d	C1	Bacteroides 1
3964_SG21R9_pl1B07_concatd	C1	Bacteroides 1
3964_SG21R9_pl1B08d	C1	Bacteroides 1
3964_SG21R9_pl1B09d	C1	Bacteroides 1
3964_SG21R9_pl1B10_concatd	C1	Bacteroides 1
3964_SG21R9_pl1B11d	C1	Bacteroides 1
3964_SG21R9_pl1B12d	C1	Bacteroides 1
3964_SG21R9_pl1C01_concatd	C1	Bacteroides 1
3964_SG21R9_pl1C03_concatd	C1	Bacteroides 1
3964_SG21R9_pl1C04_concatd	C1	Bacteroides 1
3964_SG21R9_pl1C05_concatd	C1	Bacteroides 1
3964_SG21R9_pl1C06_concatd	C1	Bacteroides 1
3964_SG21R9_pl1C08_concatd	C1	Bacteroides 1
3964_SG21R9_pl1C09d	C1	Bacteroides 1
3964_SG21R9_pl1C10d	C1	Bacteroides 1
3964_SG21R9_pl1C11_concatd	C1	Bacteroides 1
3964_SG21R9_pl1C12_concatd	C1	Bacteroides 1
3964_SG21R9_pl1D01_concatd	C1	Bacteroides 1
3964_SG21R9_pl1D02_concatd	C1	Bacteroides 1
3964_SG21R9_pl1D03d	C1	Bacteroides 1
3964_SG21R9_pl1D04d	C1	Bacteroides 1
3964_SG21R9_pl1D05_concatd	C1	Bacteroides 1
3964_SG21R9_pl1D06d	C1	Bacteroides 1
3964_SG21R9_pl1D07_concatd	C1	Bacteroides 1
3964_SG21R9_pl1D08d	C1	Bacteroides 1
3964_SG21R9_pl1D09_concatd	C1	Bacteroides 1
3964_SG21R9_pl1D10d	C1	Bacteroides 1
3964_SG21R9_pl1D11d	C1	Bacteroides 1
3964_SG21R9_pl1D12_concatd	C1	Bacteroides 1
3964_SG21R9_pl1E01_concatd	C1	Bacteroides 1
3964_SG21R9_pl1E02d	C1	Bacteroides 1
3964_SG21R9_pl1E03_concatd	C1	Bacteroides 1
3964_SG21R9_pl1E04_concatd	C1	Bacteroides 1
3964_SG21R9_pl1E05d	C1	Bacteroides 1
3964_SG21R9_pl1E06_concatd	C1	Bacteroides 1
3964_SG21R9_pl1E07_concatd	C1	Bacteroides 1
3964_SG21R9_pl1E08_concatd	C1	Bacteroides 1
3964_SG21R9_pl1E09_concatd	C1	Bacteroides 1
3964_SG21R9_pl1E11_concatd	C1	Bacteroides 1
3964_SG21R9_pl1E12_concatd	C1	Bacteroides 1
3964_SG21R9_pl1F01_concatd	C1	Bacteroides 1
3964_SG21R9_pl1F02_concatd	C1	Bacteroides 1
3964_SG21R9_pl1F03_concatd	C1	Bacteroides 1
3964_SG21R9_pl1F04d	C1	Bacteroides 1
3964_SG21R9_pl1F05_concatd	C1	Bacteroides 1
3964_SG21R9_pl1F06d	C1	Bacteroides 1
3964_SG21R9_pl1F08_concatd	C1	Bacteroides 1
3964_SG21R9_pl1F09_concatd	C1	Bacteroides 1
3964_SG21R9_pl1F10_concatd	C1	Bacteroides 1
3964_SG21R9_pl1F11d	C1	Bacteroides 1
3964_SG21R9_pl1F12_concatd	C1	Bacteroides 1
3964_SG21R9_pl1G03d	C1	Bacteroides 1
3964_SG21R9_pl1G04_concatd	C1	Bacteroides 1
3964_SG21R9_pl1G05d	C1	Bacteroides 1
3964_SG21R9_pl1G06_concatd	C1	Bacteroides 1
3964_SG21R9_pl1G07_concatd	C1	Bacteroides 1
3964_SG21R9_pl1G09d	C1	Bacteroides 1
3964_SG21R9_pl1G10d	C1	Bacteroides 1
3964_SG21R9_pl1G11_concatd	C1	Bacteroides 1
3964_SG21R9_pl1G12_concatd	C1	Bacteroides 1
3964_SG21R9_pl1H01d	C1	Bacteroides 1
3964_SG21R9_pl1H02d	C1	Bacteroides 1
3964_SG21R9_pl1H03_concatd	C1	Bacteroides 1
3964_SG21R9_pl1H04d	C1	Bacteroides 1
3964_SG21R9_pl1H05d	C1	Bacteroides 1
3964_SG21R9_pl1H06_concatd	C1	Bacteroides 1
3964_SG21R9_pl1H07d	C1	Bacteroides 1
3964_SG21R9_pl1H08d	C1	Bacteroides 1
3964_SG21R9_pl1H09d	C1	Bacteroides 1
3964_SG21R9_pl1H10d	C1	Bacteroides 1
3964_SG21R9_pl1H11d	C1	Bacteroides 1
3964_SG21R9_pl2A02_concatd	C1	Bacteroides 1
3964_SG21R9_pl2A03_concatd	C1	Bacteroides 1
3964_SG21R9_pl2A04_concatd	C1	Bacteroides 1
3964_SG21R9_pl2A05_concatd	C1	Bacteroides 1
3964_SG21R9_pl2A06_concatd	C1	Bacteroides 1
3964_SG21R9_pl2A07_concatd	C1	Bacteroides 1
3964_SG21R9_pl2A08_concatd	C1	Bacteroides 1
3964_SG21R9_pl2A09_concatd	C1	Bacteroides 1
3964_SG21R9_pl2A10_concatd	C1	Bacteroides 1
3964_SG21R9_pl2A11_concatd	C1	Bacteroides 1
3964_SG21R9_pl2A12_concatd	C1	Bacteroides 1
3964_SG21R9_pl2B01d	C1	Bacteroides 1
3964_SG21R9_pl2B02d	C1	Bacteroides 1
3964_SG21R9_pl2B03d	C1	Bacteroides 1
3964_SG21R9_pl2B05d	C1	Bacteroides 1
3964_SG21R9_pl2B06d	C1	Bacteroides 1
3964_SG21R9_pl2B07_concatd	C1	Bacteroides 1
3964_SG21R9_pl2B08d	C1	Bacteroides 1
3964_SG21R9_pl2B09d	C1	Bacteroides 1
3964_SG21R9_pl2B10d	C1	Bacteroides 1
3964_SG21R9_pl2B11_concatd	C1	Bacteroides 1
3964_SG21R9_pl2B12_concatd	C1	Bacteroides 1
3964_SG21R9_pl2C01d	C1	Bacteroides 1
3964_SG21R9_pl2C02d	C1	Bacteroides 1
3964_SG21R9_pl2C03_concatd	C1	Bacteroides 1
3964_SG21R9_pl2C05d	C1	Bacteroides 1
3964_SG21R9_pl2C06_concatd	C1	Bacteroides 1
3964_SG21R9_pl2C07_concatd	C1	Bacteroides 1
3964_SG21R9_pl2C08d	C1	Bacteroides 1
3964_SG21R9_pl2C09d	C1	Bacteroides 1
3964_SG21R9_pl2C10d	C1	Bacteroides 1
3964_SG21R9_pl2C11d	C1	Bacteroides 1
3964_SG21R9_pl2D01_concatd	C1	Bacteroides 1
3964_SG21R9_pl2D02_concatd	C1	Bacteroides 1
3964_SG21R9_pl2D03d	C1	Bacteroides 1
3964_SG21R9_pl2D04_concatd	C1	Bacteroides 1
3964_SG21R9_pl2D05d	C1	Bacteroides 1
3964_SG21R9_pl2D07_concatd	C1	Bacteroides 1
3964_SG21R9_pl2D08_concatd	C1	Bacteroides 1
3964_SG21R9_pl2D09d	C1	Bacteroides 1
3964_SG21R9_pl2D10d	C1	Bacteroides 1
3964_SG21R9_pl2D11d	C1	Bacteroides 1
3964_SG21R9_pl2D12_concatd	C1	Bacteroides 1
3964_SG21R9_pl2E02d	C1	Bacteroides 1
3964_SG21R9_pl2E03_concatd	C1	Bacteroides 1
3964_SG21R9_pl2E04d	C1	Bacteroides 1
3964_SG21R9_pl2E05_concatd	C1	Bacteroides 1
3964_SG21R9_pl2E06d	C1	Bacteroides 1
3964_SG21R9_pl2E07_concatd	C1	Bacteroides 1
3964_SG21R9_pl2E08d	C1	Bacteroides 1
3964_SG21R9_pl2E09_concatd	C1	Bacteroides 1
3964_SG21R9_pl2E10_concatd	C1	Bacteroides 1
3964_SG21R9_pl2E11_concatd	C1	Bacteroides 1
3964_SG21R9_pl2E12d	C1	Bacteroides 1
3964_SG21R9_pl2F01d	C1	Bacteroides 1
3964_SG21R9_pl2F03_concatd	C1	Bacteroides 1
3964_SG21R9_pl2F04_concatd	C1	Bacteroides 1
3964_SG21R9_pl2F05_concatd	C1	Bacteroides 1
3964_SG21R9_pl2F06d	C1	Bacteroides 1
3964_SG21R9_pl2F07d	C1	Bacteroides 1
3964_SG21R9_pl2F08d	C1	Bacteroides 1
3964_SG21R9_pl2F09d	C1	Bacteroides 1
3964_SG21R9_pl2F10d	C1	Bacteroides 1
3964_SG21R9_pl2F11_concatd	C1	Bacteroides 1
3964_SG21R9_pl2F12_concatd	C1	Bacteroides 1
3964_SG21R9_pl2G01_concatd	C1	Bacteroides 1
3964_SG21R9_pl2G02_concatd	C1	Bacteroides 1
3964_SG21R9_pl2G03_concatd	C1	Bacteroides 1
3964_SG21R9_pl2G04_concatd	C1	Bacteroides 1
3964_SG21R9_pl2G05d	C1	Bacteroides 1
3964_SG21R9_pl2G06d	C1	Bacteroides 1
3964_SG21R9_pl2G07_concatd	C1	Bacteroides 1
3964_SG21R9_pl2G08_concatd	C1	Bacteroides 1
3964_SG21R9_pl2G10d	C1	Bacteroides 1
3964_SG21R9_pl2G11_concatd	C1	Bacteroides 1
3964_SG21R9_pl2G12d	C1	Bacteroides 1
3964_SG21R9_pl2H01_concatd	C1	Bacteroides 1
3964_SG21R9_pl2H02d	C1	Bacteroides 1
3964_SG21R9_pl2H03_concatd	C1	Bacteroides 1
3964_SG21R9_pl2H04_concatd	C1	Bacteroides 1
3964_SG21R9_pl2H08_concatd	C1	Bacteroides 1
3964_SG21R9_pl2H09_concatd	C1	Bacteroides 1
3964_SG21R9_pl2H10_concatd	C1	Bacteroides 1
3964_SG21R9_pl2H11d	C1	Bacteroides 1
3964_SG21R9_pl3A01d	C1	Bacteroides 1
3964_SG21R9_pl3A02d	C1	Bacteroides 1
3964_SG21R9_pl3A03_concatd	C1	Bacteroides 1
3964_SG21R9_pl3A04d	C1	Bacteroides 1
3964_SG21R9_pl3A05_concatd	C1	Bacteroides 1
3964_SG21R9_pl3A06d	C1	Bacteroides 1
3964_SG21R9_pl3A07_concatd	C1	Bacteroides 1
3964_SG21R9_pl3A08d	C1	Bacteroides 1
3964_SG21R9_pl3A09_concatd	C1	Bacteroides 1
3964_SG21R9_pl3A11d	C1	Bacteroides 1
3964_SG21R9_pl3A12_concatd	C1	Bacteroides 1
3964_SG21R9_pl3B01_concatd	C1	Bacteroides 1
3964_SG21R9_pl3B04d	C1	Bacteroides 1
3964_SG21R9_pl3B06_concatd	C1	Bacteroides 1
3964_SG21R9_pl3B07_concatd	C1	Bacteroides 1
3964_SG21R9_pl3B08_concatd	C1	Bacteroides 1
3964_SG21R9_pl3B09d	C1	Bacteroides 1
3964_SG21R9_pl3B10_concatd	C1	Bacteroides 1
3964_SG21R9_pl3B11_concatd	C1	Bacteroides 1
3964_SG21R9_pl3B12d	C1	Bacteroides 1
3964_SG21R9_pl3C04_concatd	C1	Bacteroides 1
3964_SG21R9_pl3C05_concatd	C1	Bacteroides 1
3964_SG21R9_pl3C06_concatd	C1	Bacteroides 1
3964_SG21R9_pl3C07_concatd	C1	Bacteroides 1
3964_SG21R9_pl3C08_concatd	C1	Bacteroides 1
3964_SG21R9_pl3C09_concatd	C1	Bacteroides 1
3964_SG21R9_pl3C10d	C1	Bacteroides 1
3964_SG21R9_pl3D01_concatd	C1	Bacteroides 1
3964_SG21R9_pl3D02_concatd	C1	Bacteroides 1
3964_SG21R9_pl3D03_concatd	C1	Bacteroides 1
3964_SG21R9_pl3D05d	C1	Bacteroides 1
3964_SG21R9_pl3D06d	C1	Bacteroides 1
3964_SG21R9_pl3D10d	C1	Bacteroides 1
3964_SG21R9_pl3D11d	C1	Bacteroides 1
3964_SG21R9_pl3D12d	C1	Bacteroides 1
3964_SG21R9_pl3E01d	C1	Bacteroides 1
3964_SG21R9_pl3E02_concatd	C1	Bacteroides 1
3964_SG21R9_pl3E03_concatd	C1	Bacteroides 1
3964_SG21R9_pl3E04_concatd	C1	Bacteroides 1
3964_SG21R9_pl3E05_concatd	C1	Bacteroides 1
3964_SG21R9_pl3E06_concatd	C1	Bacteroides 1
3964_SG21R9_pl3E07_concatd	C1	Bacteroides 1
3964_SG21R9_pl3E08_concatd	C1	Bacteroides 1
3964_SG21R9_pl3E09_concatd	C1	Bacteroides 1
3964_SG21R9_pl3E10d	C1	Bacteroides 1
3964_SG21R9_pl3E11d	C1	Bacteroides 1
3964_SG21R9_pl3E12d	C1	Bacteroides 1
3964_SG21R9_pl3F01_concatd	C1	Bacteroides 1
3964_SG21R9_pl3F02_concatd	C1	Bacteroides 1
3964_SG21R9_pl3F03d	C1	Bacteroides 1
3964_SG21R9_pl3F05d	C1	Bacteroides 1
3964_SG21R9_pl3F06_concatd	C1	Bacteroides 1
3964_SG21R9_pl3F07d	C1	Bacteroides 1
3964_SG21R9_pl3F09_concatd	C1	Bacteroides 1
3964_SG21R9_pl3F10d	C1	Bacteroides 1
3964_SG21R9_pl3F11_concatd	C1	Bacteroides 1
3964_SG21R9_pl3F12d	C1	Bacteroides 1
3964_SG21R9_pl3G02_concatd	C1	Bacteroides 1
3964_SG21R9_pl3G03_concatd	C1	Bacteroides 1
3964_SG21R9_pl3G04d	C1	Bacteroides 1
3964_SG21R9_pl3G05d	C1	Bacteroides 1
3964_SG21R9_pl3G06_concatd	C1	Bacteroides 1
3964_SG21R9_pl3G07_concatd	C1	Bacteroides 1
3964_SG21R9_pl3G08d	C1	Bacteroides 1
3964_SG21R9_pl3G09d	C1	Bacteroides 1
3964_SG21R9_pl3G10d	C1	Bacteroides 1
3964_SG21R9_pl3G11_concatd	C1	Bacteroides 1
3964_SG21R9_pl3G12d	C1	Bacteroides 1
3964_SG21R9_pl3H02d	C1	Bacteroides 1
3964_SG21R9_pl3H03d	C1	Bacteroides 1
3964_SG21R9_pl3H04_concatd	C1	Bacteroides 1
3964_SG21R9_pl3H05_concatd	C1	Bacteroides 1
3964_SG21R9_pl3H06d	C1	Bacteroides 1
3964_SG21R9_pl3H07_concatd	C1	Bacteroides 1
3964_SG21R9_pl3H08d	C1	Bacteroides 1
3964_SG21R9_pl3H09d	C1	Bacteroides 1
3964_SG21R9_pl3H10_concatd	C1	Bacteroides 1
3964_SG21R9_pl3H11d	C1	Bacteroides 1
3964_SG21R9_pl3H12_concatd	C1	Bacteroides 1
3964_SG21R9_pl4A01d	C1	Bacteroides 1
3964_SG21R9_pl4A02d	C1	Bacteroides 1
3964_SG21R9_pl4A03d	C1	Bacteroides 1
3964_SG21R9_pl4A04_concatd	C1	Bacteroides 1
3964_SG21R9_pl4A05_concatd	C1	Bacteroides 1
3964_SG21R9_pl4A06_concatd	C1	Bacteroides 1
3964_SG21R9_pl4A07_concatd	C1	Bacteroides 1
3964_SG21R9_pl4A08_concatd	C1	Bacteroides 1
3964_SG21R9_pl4A09_concatd	C1	Bacteroides 1
3964_SG21R9_pl4A10d	C1	Bacteroides 1
3964_SG21R9_pl4A11_concatd	C1	Bacteroides 1
3964_SG21R9_pl4A12d	C1	Bacteroides 1
3964_SG21R9_pl4B02d	C1	Bacteroides 1
3964_SG21R9_pl4B03d	C1	Bacteroides 1
3964_SG21R9_pl4B04d	C1	Bacteroides 1
3964_SG21R9_pl4B05_concatd	C1	Bacteroides 1
3964_SG21R9_pl4B07_concatd	C1	Bacteroides 1
3964_SG21R9_pl4B08d	C1	Bacteroides 1
3964_SG21R9_pl4B09_concatd	C1	Bacteroides 1
3964_SG21R9_pl4B10d	C1	Bacteroides 1
3964_SG21R9_pl4B11d	C1	Bacteroides 1
3964_SG21R9_pl4B12d	C1	Bacteroides 1
3964_SG21R9_pl4C01_concatd	C1	Bacteroides 1
3964_SG21R9_pl4C03d	C1	Bacteroides 1
3964_SG21R9_pl4C04_concatd	C1	Bacteroides 1
3964_SG21R9_pl4C05_concatd	C1	Bacteroides 1
3964_SG21R9_pl4C06_concatd	C1	Bacteroides 1
3964_SG21R9_pl4C07_concatd	C1	Bacteroides 1
3964_SG21R9_pl4C08_concatd	C1	Bacteroides 1
3964_SG21R9_pl4C09_concatd	C1	Bacteroides 1
3964_SG21R9_pl4C10d	C1	Bacteroides 1
3964_SG21R9_pl4C11_concatd	C1	Bacteroides 1
3964_SG21R9_pl4C12d	C1	Bacteroides 1
3964_SG21R9_pl4D01d	C1	Bacteroides 1
3964_SG21R9_pl4D02d	C1	Bacteroides 1
3964_SG21R9_pl4D03_concatd	C1	Bacteroides 1
3964_SG21R9_pl4D04d	C1	Bacteroides 1
3964_SG21R9_pl4D05d	C1	Bacteroides 1
3964_SG21R9_pl4D06_concatd	C1	Bacteroides 1
3964_SG21R9_pl4D07d	C1	Bacteroides 1
3964_SG21R9_pl4D08d	C1	Bacteroides 1
3964_SG21R9_pl4D10_concatd	C1	Bacteroides 1
3964_SG21R9_pl4D11_concatd	C1	Bacteroides 1
3964_SG21R9_pl4D12_concatd	C1	Bacteroides 1
3964_SG21R9_pl4E01_concatd	C1	Bacteroides 1
3964_SG21R9_pl4E02_concatd	C1	Bacteroides 1
3964_SG21R9_pl4E03_concatd	C1	Bacteroides 1
3964_SG21R9_pl4E04d	C1	Bacteroides 1
3964_SG21R9_pl4E05d	C1	Bacteroides 1
3964_SG21R9_pl4E06_concatd	C1	Bacteroides 1
3964_SG21R9_pl4E08_concatd	C1	Bacteroides 1
3964_SG21R9_pl4E09d	C1	Bacteroides 1
3964_SG21R9_pl4E10_concatd	C1	Bacteroides 1
3964_SG21R9_pl4E11_concatd	C1	Bacteroides 1
3964_SG21R9_pl4E12d	C1	Bacteroides 1
3964_SG21R9_pl4F01_concatd	C1	Bacteroides 1
3964_SG21R9_pl4F02d	C1	Bacteroides 1
3964_SG21R9_pl4F03d	C1	Bacteroides 1
3964_SG21R9_pl4F04d	C1	Bacteroides 1
3964_SG21R9_pl4F05d	C1	Bacteroides 1
3964_SG21R9_pl4F06d	C1	Bacteroides 1
3964_SG21R9_pl4F07_concatd	C1	Bacteroides 1
3964_SG21R9_pl4F08_concatd	C1	Bacteroides 1
3964_SG21R9_pl4F09_concatd	C1	Bacteroides 1
3964_SG21R9_pl4F10_concatd	C1	Bacteroides 1
3964_SG21R9_pl4F11_concatd	C1	Bacteroides 1
3964_SG21R9_pl4F12d	C1	Bacteroides 1
3964_SG21R9_pl4G01d	C1	Bacteroides 1
3964_SG21R9_pl4G02d	C1	Bacteroides 1
3964_SG21R9_pl4G03d	C1	Bacteroides 1
3964_SG21R9_pl4G04_concatd	C1	Bacteroides 1
3964_SG21R9_pl4G05d	C1	Bacteroides 1
3964_SG21R9_pl4G06d	C1	Bacteroides 1
3964_SG21R9_pl4G07_concatd	C1	Bacteroides 1
3964_SG21R9_pl4G08_concatd	C1	Bacteroides 1
3964_SG21R9_pl4G09_concatd	C1	Bacteroides 1
3964_SG21R9_pl4G10d	C1	Bacteroides 1
3964_SG21R9_pl4G11_concatd	C1	Bacteroides 1
3964_SG21R9_pl4G12_concatd	C1	Bacteroides 1
3964_SG21R9_pl4H01_concatd	C1	Bacteroides 1
3964_SG21R9_pl4H02_concatd	C1	Bacteroides 1
3964_SG21R9_pl4H04_concatd	C1	Bacteroides 1
3964_SG21R9_pl4H05d	C1	Bacteroides 1
3964_SG21R9_pl4H06_concatd	C1	Bacteroides 1
3964_SG21R9_pl4H07_concatd	C1	Bacteroides 1
3964_SG21R9_pl4H08d	C1	Bacteroides 1
3964_SG21R9_pl4H09d	C1	Bacteroides 1
3964_SG21R9_pl4H10d	C1	Bacteroides 1
3964_SG21R9_pl4H11d	C1	Bacteroides 1
3964_SG21R9_pl5A02d	C1	Bacteroides 1
3964_SG21R9_pl5A03d	C1	Bacteroides 1
3964_SG21R9_pl5A04_concatd	C1	Bacteroides 1
3964_SG21R9_pl5A05d	C1	Bacteroides 1
3964_SG21R9_pl5A06_concatd	C1	Bacteroides 1
3964_SG21R9_pl5A07_concatd	C1	Bacteroides 1
3964_SG21R9_pl5A08d	C1	Bacteroides 1
3964_SG21R9_pl5A09_concatd	C1	Bacteroides 1
3964_SG21R9_pl5A10_concatd	C1	Bacteroides 1
3964_SG21R9_pl5A11_concatd	C1	Bacteroides 1
3964_SG21R9_pl5A12d	C1	Bacteroides 1
3964_SG21R9_pl5B01_concatd	C1	Bacteroides 1
3964_SG21R9_pl5B02_concatd	C1	Bacteroides 1
3964_SG21R9_pl5B04d	C1	Bacteroides 1
3964_SG21R9_pl5B05d	C1	Bacteroides 1
3964_SG21R9_pl5B06d	C1	Bacteroides 1
3964_SG21R9_pl5B07_concatd	C1	Bacteroides 1
3964_SG21R9_pl5B08_concatd	C1	Bacteroides 1
3964_SG21R9_pl5B10d	C1	Bacteroides 1
